TRE_CN,PREV_TRE_CN,PLT_CN,STATECD,SUBPTYP,SPCD,STATUSCD,DIA,HT,ACTUALHT,CR,STANDING_DEAD_CD,DIAHTCD,CULL,ROUGHCULL,CULLFORM,CULLMSTOP,DECAYCD,TREECLCD,HTDMP,WDLDSTEM,STDORGCD,SITREE,BALIVE,VOLTSGRS,VOLTSGRS_BARK,VOLTSSND,VOLTSSND_BARK,VOLCFGRS_STUMP,VOLCFGRS_STUMP_BARK,VOLCFSND_STUMP,VOLCFSND_STUMP_BARK,VOLCFGRS,VOLCFGRS_BARK,VOLCFGRS_TOP,VOLCFGRS_TOP_BARK,VOLCFSND,VOLCFSND_BARK,VOLCFSND_TOP,VOLCFSND_TOP_BARK,VOLCFNET,VOLCFNET_BARK,VOLCSGRS,VOLCSGRS_BARK,VOLCSSND,VOLCSSND_BARK,VOLCSNET,VOLCSNET_BARK,VOLBFGRS,VOLBFNET,VOLBSGRS,VOLBSNET,DRYBIO_STEM,DRYBIO_STEM_BARK,DRYBIO_STUMP,DRYBIO_STUMP_BARK,DRYBIO_BOLE,DRYBIO_BOLE_BARK,DRYBIO_BRANCH,DRYBIO_FOLIAGE,DRYBIO_AG,DRYBIO_BG,CARBON_AG,CARBON_BG,DRYBIO_SAWLOG,DRYBIO_SAWLOG_BARK,CREATED_DATE,MODIFIED_DATE
1813833216290487,530969813126144,1285511426290487,44,,802,1,14.5,74,74,35,,1,1,12,,,,2,0.0,,0,,111.5308,35.785645,4.418158,35.427788,4.418158,1.91869,0.236885,1.899503,0.236885,33.497134,4.135615,0.369821,0.045659,33.162162,4.135615,0.366123,0.045659,29.142506,3.639341,28.065689,3.465039,27.785032,3.465039,24.417149,3.049234,132.484993,119.236494,,,1227.938055,157.103515,65.837358,8.423292,1149.410766,147.056662,434.350002,38.670055,1819.391573,354.424341,902.41822,175.794473,963.037772,123.211931,2025-03-20 07:13:07,
1813833217290487,530969814126144,1285511426290487,44,,833,1,16.0,80,80,35,,1,1,11,,,,2,0.0,,0,,111.5308,45.517606,5.668144,45.06243,5.668144,2.040338,0.254076,2.019935,0.254076,43.115718,5.369046,0.361549,0.045022,42.684561,5.369046,0.357933,0.045022,37.941832,4.778451,37.922837,4.722395,37.543609,4.722395,33.372096,4.202931,181.097529,164.798751,,,1529.369048,248.157903,68.554361,11.123742,1448.666822,235.063029,685.703697,32.932864,2463.230648,453.894531,1177.42425,216.961586,1274.188568,206.751904,2025-03-20 07:13:07,
62271042010538,,62270948010538,44,,129,1,1.7,16,16,30,,,,,,,,2,,,0,,23.3698,0.204583,0.067652,0.204583,0.067652,,,,,,,,,,,,,,,,,,,,,,,,,3.299156,0.590771,,,,,0.905586,1.074657,4.795512,1.09641,2.431325,0.55588,,,2025-03-20 06:45:45,
62271050010538,,62270948010538,44,,802,1,5.9,26,26,35,,1,1,4,,,,2,,,0,,23.3698,2.273491,0.928492,2.250756,0.928492,0.294007,0.120072,0.291067,0.120072,1.628329,0.665008,0.351155,0.143411,1.612046,0.665008,0.347643,0.143411,1.546913,0.638408,,,,,,,,,,,91.829417,14.746782,11.875345,1.907048,65.770448,10.562002,13.017596,11.91747,119.593795,21.481284,59.318522,10.654717,,,2025-03-20 06:45:45,2025-03-20 13:11:24
62271046010538,,62270948010538,44,,129,1,2.13,17,17,35,,,,,,,,2,,,0,,23.3698,0.304414,0.107432,0.304414,0.107432,,,,,,,,,,,,,,,,,,,,,,,,,5.193798,0.966827,,,,,1.847629,1.709938,8.008254,1.840751,4.060185,0.933261,,,2025-03-20 06:45:45,
62271044010538,,62270948010538,44,,129,1,2.16,18,18,50,,,,,,,,2,,,0,,23.3698,0.332689,0.109236,0.332689,0.109236,,,,,,,,,,,,,,,,,,,,,,,,,5.688041,1.043256,,,,,1.815645,1.671468,8.546942,1.901287,4.333299,0.963952,,,2025-03-20 06:45:45,
62270976010538,,62270948010538,44,,316,1,8.1,40,40,45,,1,1,7,,,,2,,,0,,23.3698,5.909798,1.02308,5.8507,1.02308,0.459904,0.079617,0.455305,0.079617,5.026595,0.870184,0.423299,0.07328,4.976329,0.870184,0.419066,0.07328,4.624467,0.809271,,,,,,,,,,,197.513487,33.898814,15.370615,2.638025,167.995646,28.83273,54.072496,11.891349,285.484796,47.095029,138.745611,22.888184,,,2025-03-20 06:45:45,2025-03-20 13:11:24
62271024010538,,62270948010538,44,,371,1,2.83,28,28,40,,,,,,,,2,,,0,,23.3698,0.652281,0.09494,0.652281,0.09494,,,,,,,,,,,,,,,,,,,,,,,,,20.543289,3.267937,,,,,2.812315,2.004335,26.623541,5.630377,12.992288,2.747624,,,2025-03-20 06:45:45,
62271022010538,,62270948010538,44,,531,1,7.9,26,26,55,,1,2,6,,,,2,,,0,,23.3698,4.757824,0.631037,4.662667,0.631037,0.454301,0.060255,0.445215,0.060255,4.06071,0.538578,0.242813,0.032205,3.979496,0.538578,0.237957,0.032205,3.735853,0.506263,,,,,,,,,,,109.611135,5.768532,10.466221,0.550808,93.550964,4.923329,24.01155,3.222059,139.391217,42.255683,66.629002,20.198216,,,2025-03-20 06:45:45,2025-03-20 13:11:24
62271020010538,,62270948010538,44,,531,1,6.3,27,27,45,,1,1,4,,,,2,,,0,,23.3698,2.921376,0.409954,2.892163,0.409954,0.269442,0.03781,0.266747,0.03781,2.342346,0.328699,0.309588,0.043444,2.318923,0.328699,0.306492,0.043444,2.225229,0.315551,,,,,,,,,,,73.121691,4.489463,6.744096,0.414068,58.62864,3.599631,14.451517,2.420882,92.062672,26.271182,44.005957,12.557625,,,2025-03-20 06:45:45,2025-03-20 13:11:24
62271018010538,,62270948010538,44,,531,1,9.7,48,48,55,,1,2,9,,,,2,,,0,,23.3698,12.62435,1.127678,12.371863,1.127678,0.684147,0.061112,0.670464,0.061112,11.546504,1.031399,0.393699,0.035167,11.315574,1.031399,0.385825,0.035167,10.276388,0.938573,,,,,,,,,,,350.472571,21.197536,18.993031,1.14875,320.549809,19.387726,89.25287,8.158213,460.922977,114.112329,220.321183,54.545693,,,2025-03-20 06:45:45,2025-03-20 13:11:24
62271016010538,,62270948010538,44,,316,1,4.79,40,40,35,,,,,,,,2,,,0,,23.3698,2.299937,0.297792,2.299937,0.297792,,,,,,,,,,,,,,,,,,,,,,,,,76.97099,12.99711,,,,,9.674346,4.160725,99.642446,17.611748,48.426229,8.55931,,,2025-03-20 06:45:45,
62271014010538,,62270948010538,44,,833,1,4.62,44,44,25,,,,,,,,2,,,0,,23.3698,2.319284,0.455528,2.319284,0.455528,,,,,,,,,,,,,,,,,,,,,,,,,83.360812,19.030646,,,,,20.174116,3.573125,122.565575,18.930258,58.586345,9.048663,,,2025-03-20 06:45:45,
62271012010538,,62270948010538,44,,371,1,1.66,20,20,35,,,,,,,,2,,,0,,23.3698,0.168485,0.025694,0.168485,0.025694,,,,,,,,,,,,,,,,,,,,,,,,,5.186773,0.919361,,,,,0.530657,1.034209,6.636791,1.727202,3.238754,0.842875,,,2025-03-20 06:45:45,
62271010010538,,62270948010538,44,,371,1,3.79,33,33,45,,,,,,,,2,,,0,,23.3698,1.342979,0.192752,1.342979,0.192752,,,,,,,,,,,,,,,,,,,,,,,,,42.514664,6.411177,,,,,6.802373,2.904959,55.728214,10.916142,27.195369,5.327077,,,2025-03-20 06:45:45,
62270992010538,,62270948010538,44,,806,1,5.26,43,43,30,,,1,3,,,,2,,,0,,23.3698,2.586997,0.67948,2.561127,0.67948,0.197684,0.051922,0.195708,0.051922,1.759685,0.462184,0.629628,0.165373,1.742088,0.462184,0.623332,0.165373,1.689297,0.448319,,,,,,,,,,,102.446889,24.694982,7.828442,1.887058,69.684736,16.797614,35.155524,9.805512,162.297394,26.623762,76.60437,12.566416,,,2025-03-20 06:45:45,
62270986010538,,62270948010538,44,,129,1,1.56,14,14,20,,,,,,,,2,,,0,,23.3698,0.154105,0.058149,0.154105,0.058149,,,,,,,,,,,,,,,,,,,,,,,,,2.447866,0.447191,,,,,0.78669,1.001615,3.681747,0.9017,1.866646,0.457162,,,2025-03-20 06:45:45,
62271056010538,,62270948010538,44,,806,1,5.19,37,37,35,,,1,3,,,,2,,,0,,23.3698,2.151714,0.640954,2.130197,0.640954,0.187447,0.055837,0.185572,0.055837,1.426466,0.424917,0.537801,0.160201,1.412202,0.424917,0.532423,0.160201,1.369408,0.41217,,,,,,,,,,,86.154867,22.076483,7.505384,1.923193,57.115876,14.635478,31.503813,13.178855,139.735163,21.702688,65.954997,10.243669,,,2025-03-20 06:45:45,
62271048010538,,62270948010538,44,,806,1,6.09,35,35,30,,,1,3,,,,2,,,0,,23.3698,2.84397,0.894381,2.81553,0.894381,0.260029,0.081775,0.257429,0.081775,2.157594,0.678528,0.426347,0.134079,2.136018,0.678528,0.422083,0.134079,2.07129,0.658172,,,,,,,,,,,111.663384,28.120015,10.209584,2.571064,84.714058,21.333408,44.649631,23.669546,184.43303,30.85481,87.05239,14.56347,,,2025-03-20 06:45:45,
62271113010538,,62271075010538,44,,833,1,10.5,70,70,45,,1,1,7,,,,2,,,0,,110.157,18.012373,2.637089,17.832249,2.637089,0.908673,0.133034,0.899586,0.133034,16.560189,2.424483,0.543511,0.079572,16.394587,2.424483,0.538076,0.079572,15.235374,2.254769,,,,,,,,,,,610.052286,108.905739,30.775403,5.493985,560.868966,100.125597,202.354497,15.774295,921.312523,187.39789,440.387386,89.576192,,,2025-03-20 06:45:46,2025-03-20 13:11:24
62271109010538,,62271075010538,44,,129,1,5.5,28,28,45,,1,1,2,,,,2,,,0,,110.157,2.264152,0.711567,2.24151,0.711567,0.200812,0.06311,0.198804,0.06311,1.521643,0.478215,0.541697,0.170242,1.506426,0.478215,0.53628,0.170242,1.475993,0.46865,,,,,,,,,,,45.525585,8.853796,4.037745,0.785259,30.595866,5.950271,26.211591,9.53342,80.590972,12.067978,40.859623,6.118465,,,2025-03-20 06:45:46,2025-03-20 13:11:24
62271099010538,,62271075010538,44,,833,1,7.5,53,53,45,,1,1,5,,,,2,,,0,,110.157,7.002745,1.278943,6.932718,1.278943,0.451605,0.082479,0.447089,0.082479,5.925153,1.082137,0.625987,0.114327,5.865901,1.082137,0.619728,0.114327,5.569643,1.02803,,,,,,,,,,,251.21499,51.09542,16.200798,3.295132,212.557655,43.232781,82.657024,8.399266,384.967434,72.900705,184.014433,34.846537,,,2025-03-20 06:45:46,2025-03-20 13:11:24
62271103010538,,62271075010538,44,,316,1,9.8,44,44,45,,1,1,9,,,,2,,,0,,110.157,9.258126,1.514111,9.165545,1.514111,0.660784,0.108067,0.654176,0.108067,8.215883,1.343659,0.381459,0.062385,8.133724,1.343659,0.377645,0.062385,7.394295,1.222729,,,,,,,,,,,302.475824,49.874206,21.588733,3.559693,268.42428,44.259563,102.584641,16.722712,454.934671,73.438808,221.09825,35.691261,,,2025-03-20 06:45:46,2025-03-20 13:11:24
62271105010538,,62271075010538,44,,129,1,6.7,41,41,45,,1,1,2,,,,2,,,0,,110.157,4.860478,0.990533,4.811874,0.990533,0.302819,0.061713,0.299791,0.061713,3.975298,0.810139,0.582361,0.118681,3.935545,0.810139,0.576538,0.118681,3.856039,0.793936,,,,,,,,,,,102.855458,18.217275,6.40814,1.13498,84.123626,14.899581,33.834381,10.425841,154.907114,30.586844,78.537907,15.50753,,,2025-03-20 06:45:46,2025-03-20 13:11:24
227782411010661,,62271075010538,44,,129,1,6.5,26,26,65,,1,1,2,,,,2,,,0,,110.157,2.683444,1.029593,2.656609,1.029593,0.254826,0.097772,0.252277,0.097772,2.061094,0.790808,0.367524,0.141013,2.040483,0.790808,0.363849,0.141013,1.999261,0.774991,,,,,,,,,,,51.904521,10.597296,4.928966,1.006342,39.86672,8.13955,46.9126,15.08679,109.414416,15.926433,55.473109,8.074702,,,2025-03-20 06:45:46,2025-03-20 13:11:24
227782412010661,,62271075010538,44,,806,1,10.6,68,68,35,,1,1,7,,,,2,,,0,,110.157,17.868435,3.00331,17.689751,3.00331,0.913834,0.153596,0.904696,0.153596,16.480965,2.770105,0.473636,0.079608,16.316155,2.770105,0.4689,0.079608,15.162487,2.576198,,,,,,,,,,,627.0114,108.880487,32.066843,5.568405,578.324441,100.426,235.056859,26.77255,970.948746,202.232139,458.287808,95.45357,,,2025-03-20 06:45:46,2025-03-20 13:11:24
227782413010661,,62271075010538,44,,837,1,7.5,41,41,35,,1,1,5,,,,2,,,0,,110.157,4.347489,1.441616,4.304014,1.441616,0.351011,0.116394,0.347501,0.116394,3.639964,1.207002,0.356513,0.118219,3.603565,1.207002,0.352948,0.118219,3.421566,1.146652,,,,,,,,,,,177.264741,49.479202,14.312149,3.994893,148.416107,41.426797,80.396332,17.904032,307.140275,43.176019,145.27735,20.422257,,,2025-03-20 06:45:46,2025-03-20 13:11:24
227782414010661,,62271075010538,44,,833,1,16.1,66,66,55,,1,1,11,,,,2,,,0,,110.157,36.614082,5.681204,36.247942,5.681204,1.945687,0.301901,1.92623,0.301901,34.374553,5.333709,0.293842,0.045594,34.030808,5.333709,0.290904,0.045594,30.249607,4.747001,30.155013,4.678986,29.853463,4.678986,26.536411,4.164298,161.340822,146.820148,,,1287.823334,221.878321,68.435446,11.790703,1209.052606,208.306959,754.898221,31.737702,2264.599876,361.56255,1082.478741,172.826899,1060.639149,182.736892,2025-03-20 06:45:46,2025-03-20 13:11:24
227782415010661,,62271075010538,44,,129,1,5.2,20,20,55,,1,1,2,,,,2,,,0,,110.157,1.387469,0.681895,1.373595,0.681895,0.167627,0.082383,0.165951,0.082383,0.811052,0.398605,0.408789,0.200906,0.802942,0.398605,0.404702,0.200906,0.786721,0.390633,,,,,,,,,,,24.587115,5.277546,2.970499,0.637608,14.372526,3.085017,28.199754,11.583948,58.064415,6.495429,29.438658,3.293183,,,2025-03-20 06:45:46,2025-03-20 13:11:24
227782407010661,,62271075010538,44,,372,1,18.1,84,84,55,,1,2,16,,,,2,,,0,,110.157,58.965064,8.124552,57.785763,8.124552,2.306865,0.317853,2.260727,0.317853,56.281095,7.754739,0.377105,0.05196,55.155473,7.754739,0.369562,0.05196,46.150498,6.513981,51.137424,7.046014,50.114675,7.046014,41.932687,5.918651,301.884572,253.58304,,,2138.707804,233.882903,83.67174,9.1501,2041.358195,223.237031,975.870581,55.058606,3348.461288,550.978997,1580.473728,260.062087,1854.793316,202.834835,2025-03-20 06:45:46,2025-03-20 13:11:24
227782408010661,,62271075010538,44,,806,1,9.0,64,64,55,,1,1,7,,,,2,,,0,,110.157,11.994829,2.20215,11.874881,2.20215,0.646997,0.118783,0.640527,0.118783,10.80785,1.984231,0.539982,0.099136,10.699771,1.984231,0.534582,0.099136,9.943222,1.845335,,,,,,,,,,,430.890144,78.98959,23.24208,4.260674,388.25031,71.172973,154.200958,19.098236,664.080691,137.60335,313.446086,64.948781,,,2025-03-20 06:45:46,2025-03-20 13:11:24
227782409010661,,62271075010538,44,,833,1,7.8,60,60,35,,1,1,5,,,,2,,,0,,110.157,8.719046,1.397273,8.631856,1.397273,0.504021,0.080772,0.498981,0.080772,7.537429,1.207913,0.677596,0.108588,7.462055,1.207913,0.67082,0.108588,7.085184,1.147517,,,,,,,,,,,300.565899,58.493218,17.37479,3.381313,259.832802,50.566138,87.42104,9.245788,446.480156,91.70144,213.417515,43.833288,,,2025-03-20 06:45:46,2025-03-20 13:11:24
227782410010661,,62271075010538,44,,833,1,14.3,68,68,45,,1,1,10,,,,2,,,0,,110.157,30.562859,4.615446,30.25723,4.615446,1.581833,0.23888,1.566014,0.23888,28.627468,4.323173,0.353559,0.053393,28.341193,4.323173,0.350023,0.053393,25.478446,3.890856,23.598217,3.563682,23.362235,3.563682,21.002414,3.207314,114.588859,106.567639,,,1067.328655,184.917975,55.241402,9.570743,999.740137,173.208056,524.529606,26.230482,1776.776236,306.363177,849.299041,146.441599,824.106595,142.779004,2025-03-20 06:45:46,2025-03-20 13:11:24
62271097010538,,62271075010538,44,,837,1,8.1,66,66,35,,1,1,5,,,,2,,,0,,110.157,9.10741,1.676759,9.016336,1.676759,0.484065,0.089121,0.479225,0.089121,8.046331,1.481404,0.577013,0.106234,7.965868,1.481404,0.571243,0.106234,7.563551,1.407334,,,,,,,,,,,318.466444,62.735183,16.926714,3.334419,281.362823,55.426085,62.621223,9.039531,443.82285,93.399158,209.928208,44.177802,,,2025-03-20 06:45:46,2025-03-20 13:11:24
62271111010538,,62271075010538,44,,833,1,6.29,61,61,35,1,,61,5,,,,4,,,0,58,110.157,6.006538,0.887416,2.34255,0.887416,0.34219,0.050556,0.133454,0.050556,4.76291,0.70368,0.901439,0.13318,1.857535,0.70368,0.351561,0.13318,1.619389,0.668496,,,,,,,,,,,143.431566,39.481859,8.171242,2.249267,113.734658,31.307305,44.114491,6.481986,227.027916,44.794637,108.519344,21.411836,,,2025-03-20 06:45:46,
62271129010538,,62271075010538,44,,833,1,4.52,39,39,20,,,,,,,,2,,,0,,110.157,1.930431,0.432578,1.930431,0.432578,,,,,,,,,,,,,,,,,,,,,,,,,72.515449,17.245271,,,,,20.157125,3.344127,109.917844,17.97592,52.540729,8.59249,,,2025-03-20 06:45:46,
62271107010538,,62271075010538,44,,129,1,5.2,35,35,55,,1,1,2,,,,2,,,0,,110.157,2.715657,0.601084,2.6885,0.601084,0.195949,0.043371,0.19399,0.043371,1.748398,0.386991,0.771309,0.170722,1.730914,0.386991,0.763596,0.170722,1.695946,0.379251,,,,,,,,,,,55.195945,9.900221,3.982687,0.714355,35.536333,6.373974,17.196879,6.747952,82.293045,14.002296,41.722574,7.099164,,,2025-03-20 06:45:46,2025-03-20 13:11:24
62271101010538,,62271075010538,44,,129,1,8.7,46,46,55,,1,1,3,,,,2,,,0,,110.157,8.462732,1.67552,8.378104,1.67552,0.473745,0.093796,0.469008,0.093796,7.577484,1.500251,0.411502,0.081473,7.501709,1.500251,0.407387,0.081473,7.274385,1.455244,,,,,,,,,,,184.995375,32.445825,10.356075,1.816323,165.643857,29.051816,71.097669,17.099013,288.538869,56.470686,146.289206,28.630638,,,2025-03-20 06:45:46,2025-03-20 13:11:24
62271127010538,,62271075010538,44,,129,1,7.7,33,33,55,,1,1,3,,,,2,,,0,,110.157,4.667803,1.395372,4.621125,1.395372,0.355672,0.106323,0.352116,0.106323,3.959178,1.183539,0.352952,0.10551,3.919587,1.183539,0.349423,0.10551,3.800811,1.148033,,,,,,,,,,,96.608791,18.644661,7.361293,1.420666,81.942496,15.814193,66.131431,17.752764,181.384884,29.918286,91.962136,15.168571,,,2025-03-20 06:45:46,2025-03-20 13:11:24
62271125010538,,62271075010538,44,,316,1,11.1,65,65,45,,1,1,10,,,,2,,,0,,110.157,17.918511,1.614353,17.739326,1.614353,0.896279,0.08075,0.887316,0.08075,16.514288,1.487841,0.507944,0.045763,16.349145,1.487841,0.502864,0.045763,14.697717,1.339057,10.122202,0.911951,10.02098,0.911951,9.00876,0.820756,51.579984,46.937785,,,545.502329,75.234466,27.285877,3.763207,502.75286,69.338554,169.307008,18.219402,790.043802,143.781724,383.961288,69.877918,308.155346,42.500099,2025-03-20 06:45:46,2025-03-20 13:11:24
62271123010538,,62271075010538,44,,129,1,6.1,36,36,45,,1,1,2,,,,2,,,0,,110.157,3.591882,0.83669,3.555964,0.83669,0.252494,0.058816,0.249969,0.058816,2.742567,0.638851,0.596821,0.139023,2.715142,0.638851,0.590853,0.139023,2.66029,0.626074,,,,,,,,,,,74.976148,13.6676,5.270497,0.960773,57.247733,10.435841,28.585316,9.509326,117.229064,21.392135,59.435135,10.845813,,,2025-03-20 06:45:46,2025-03-20 13:11:24
62271121010538,,62271075010538,44,,833,1,10.1,72,72,35,,1,1,7,,,,2,,,0,,110.157,17.353163,2.432371,17.179631,2.432371,0.853878,0.119687,0.845339,0.119687,15.910949,2.230217,0.588336,0.082466,15.75184,2.230217,0.582453,0.082466,14.638073,2.074102,,,,,,,,,,,579.104024,102.970157,28.495325,5.066737,530.97494,94.412352,176.843431,14.886811,858.917611,181.552258,410.562618,86.781979,,,2025-03-20 06:45:46,2025-03-20 13:11:24
62271119010538,,62271075010538,44,,833,1,12.6,77,77,45,,1,1,9,,,,2,,,0,,110.157,28.134194,3.712866,27.852852,3.712866,1.304524,0.172158,1.291479,0.172158,26.355757,3.478166,0.473913,0.062542,26.092199,3.478166,0.469174,0.062542,23.720181,3.165131,19.715202,2.601813,19.51805,2.601813,17.743681,2.36765,82.438236,78.316324,,,940.356971,159.177686,43.602405,7.380739,880.914496,149.115639,337.749389,21.89445,1437.284046,287.990444,687.021774,137.659432,658.960665,111.544697,2025-03-20 06:45:46,2025-03-20 13:11:24
62271117010538,,62271075010538,44,,833,1,14.2,80,80,45,,1,1,10,,,,2,,,0,,110.157,36.615636,4.592254,36.24948,4.592254,1.641305,0.205849,1.624892,0.205849,34.55212,4.333452,0.422211,0.052953,34.206599,4.333452,0.417988,0.052953,30.751387,3.900107,28.545712,3.580142,28.260255,3.580142,25.405684,3.222127,125.619034,116.825702,,,1221.446413,201.210402,54.75165,9.019308,1152.61041,189.870961,477.672756,26.983439,1900.329571,370.16976,908.357535,176.941145,952.245037,156.864521,2025-03-20 06:45:46,2025-03-20 13:11:24
62271115010538,,62271075010538,44,,129,1,6.2,26,26,45,,1,1,2,,,,2,,,0,,110.157,2.492851,0.931822,2.467923,0.931822,0.236727,0.088488,0.234359,0.088488,1.855416,0.69355,0.400708,0.149784,1.836862,0.69355,0.396701,0.149784,1.799754,0.679679,,,,,,,,,,,48.585621,9.85476,4.613796,0.935829,36.162026,7.334847,40.606553,13.52073,99.046933,14.436767,50.216795,7.319441,,,2025-03-20 06:45:46,2025-03-20 13:11:24
62271209010538,,62271132010538,44,,837,1,9.6,63,63,35,,1,1,7,,,,2,,,0,,79.1281,13.034839,2.197314,12.904491,2.197314,0.721788,0.121674,0.71457,0.121674,11.83409,1.994901,0.478962,0.08074,11.715749,1.994901,0.474172,0.08074,10.887362,1.855258,,,,,,,,,,,442.931636,85.655887,24.526785,4.743087,402.129441,77.765396,115.00239,15.781548,643.589913,131.668189,304.418029,62.279053,,,2025-03-20 06:45:46,2025-03-20 13:11:24
62271169010538,,62271132010538,44,,806,1,14.8,66,66,45,,1,1,10,,,,2,,,0,,79.1281,33.94003,5.1,33.60063,5.1,1.781901,0.267757,1.764082,0.267757,31.858808,4.787265,0.299321,0.044977,31.54022,4.787265,0.296328,0.044977,28.35434,4.308538,27.22937,4.091622,26.957076,4.091622,24.234139,3.68246,129.833066,120.744751,,,1151.550909,192.24845,60.458091,10.093322,1080.937166,180.459668,515.376778,75.034687,1859.176138,368.504602,877.531137,173.934172,923.864998,154.236876,2025-03-20 06:45:46,2025-03-20 13:11:24
62271203010538,,62271132010538,44,,837,1,11.0,60,60,45,,1,1,9,,,,2,,,0,,79.1281,17.142107,2.727022,16.970686,2.727022,0.990879,0.157632,0.98097,0.157632,15.744622,2.504706,0.406606,0.064684,15.587176,2.504706,0.40254,0.064684,14.17016,2.279282,9.876108,1.571124,9.777347,1.571124,8.888497,1.429722,43.260922,41.097876,,,566.257175,108.748739,32.731828,6.286093,520.093891,99.883158,187.836041,25.204042,862.841954,170.138928,408.124244,80.475713,326.23859,62.653573,2025-03-20 06:45:46,2025-03-20 13:11:24
164361885010661,,122556701010661,44,,802,1,5.27,36,36,50,,,1,4,,,,2,,,0,,59.8752,2.512742,0.652512,2.487615,0.652512,0.247548,0.064284,0.245073,0.064284,1.687166,0.438125,0.578028,0.150103,1.670294,0.438125,0.572248,0.150103,1.602808,0.4206,,,,,,,,,,,106.264948,17.704051,10.468913,1.744151,71.350979,11.887282,11.196503,7.410308,135.165502,23.260167,67.042089,11.537043,,,2025-03-20 06:48:15,
164361884010661,,122556701010661,44,,833,1,2.96,29,29,60,,,,,,,,2,,,0,,59.8752,0.626952,0.174472,0.626952,0.174472,,,,,,,,,,,,,,,,,,,,,,,,,24.606142,6.779335,,,,,6.294566,1.533457,37.680043,6.659467,18.011061,3.183225,,,2025-03-20 06:48:15,
164361865010661,,122556701010661,44,,837,1,7.1,45,45,35,,1,1,5,,,,2,,,0,,59.8752,4.240041,1.327158,4.197641,1.327158,0.31554,0.098766,0.312384,0.098766,3.511333,1.099068,0.413168,0.129324,3.47622,1.099068,0.409036,0.129324,3.300653,1.044115,,,,,,,,,,,173.239458,46.114355,12.892308,3.431784,143.465945,38.188988,61.762609,12.913632,281.116422,42.340701,132.968068,20.027152,,,2025-03-20 06:48:15,2025-03-20 13:11:22
164361872010661,,122556701010661,44,,837,1,7.6,43,43,45,,1,1,5,,,,2,,,0,,59.8752,4.744776,1.476676,4.697328,1.476676,0.367447,0.114357,0.363772,0.114357,4.004797,1.246379,0.372532,0.11594,3.964749,1.246379,0.368807,0.11594,3.76451,1.18406,,,,,,,,,,,191.104479,51.429986,14.799588,3.982861,161.300492,43.409145,80.211893,16.97916,322.746358,47.321359,152.659027,22.383003,,,2025-03-20 06:48:15,2025-03-20 13:11:22
164362007010661,,122556711010661,44,,833,1,15.79,81,81,35,,,1,11,,,,2,,,0,68,63.166,45.096175,5.540701,44.645213,5.540701,1.999334,0.245646,1.97934,0.245646,42.724264,5.249278,0.372578,0.045776,42.297021,5.249278,0.368852,0.045776,37.597352,4.671858,37.377442,4.592346,37.003668,4.592346,32.892149,4.087188,175.600904,159.796823,,,1509.030496,244.307171,66.902687,10.831329,1429.660436,231.457414,655.289322,32.313101,2408.626988,450.60126,1151.3237,215.387403,1250.742459,202.49117,2025-03-20 06:48:20,
164361994010661,,122556711010661,44,,833,1,6.4,47,47,45,,1,1,3,,,,2,,,0,,63.166,4.545126,0.909757,4.499675,0.909757,0.325813,0.065215,0.322555,0.065215,3.546312,0.709834,0.673,0.134708,3.510849,0.709834,0.66627,0.134708,3.40446,0.688539,,,,,,,,,,,166.769474,35.945936,11.954722,2.576753,130.121063,28.04664,53.854235,6.257448,256.569645,45.874179,122.64029,21.927857,,,2025-03-20 06:48:20,2025-03-20 13:11:22
164361995010661,,122556711010661,44,,833,1,10.6,60,60,45,,1,1,7,,,,2,,,0,,63.166,15.253663,2.671783,15.101126,2.671783,0.881767,0.154448,0.87295,0.154448,13.914254,2.437177,0.457642,0.080159,13.775111,2.437177,0.453066,0.080159,12.801113,2.266574,,,,,,,,,,,543.399598,101.724348,31.412258,5.880372,495.684204,92.792032,224.58266,15.429017,869.706607,157.144807,415.719758,75.115218,,,2025-03-20 06:48:20,2025-03-20 13:11:22
164361997010661,,122556711010661,44,,833,1,5.8,46,46,35,,1,1,3,,,,2,,,0,,63.166,3.702284,0.738167,3.665261,0.738167,0.270461,0.053925,0.267757,0.053925,2.69059,0.536454,0.741232,0.147788,2.663684,0.536454,0.73382,0.147788,2.582967,0.52036,,,,,,,,,,,135.087685,29.683134,9.868505,2.16843,98.173346,21.571859,40.125284,5.28109,204.896103,36.052989,97.940337,17.233329,,,2025-03-20 06:48:20,2025-03-20 13:11:22
205822936010661,55942767010538,120044565010661,44,,316,1,6.7,49,49,35,,1,1,4,,,,2,,,0,,97.5362,5.273957,0.581978,5.221218,0.581978,0.341334,0.037666,0.337921,0.037666,4.285671,0.472921,0.646952,0.071391,4.242814,0.472921,0.640482,0.071391,4.071387,0.454004,,,,,,,,,,,168.798965,26.251954,10.924794,1.699046,137.16775,21.332604,30.330227,7.475083,225.381146,42.485877,109.535237,20.648136,,,2025-03-20 06:49:41,
205822931010661,55942885010538,120044565010661,44,,316,1,5.11,46,46,35,,1,1,4,,,,2,,,0,,97.5362,3.020507,0.319521,2.990302,0.319521,0.207051,0.021903,0.20498,0.021903,2.011001,0.212731,0.802456,0.084887,1.990891,0.212731,0.794431,0.084887,1.910451,0.204222,,,,,,,,,,,97.358757,15.499155,6.673775,1.06244,64.819753,10.319065,12.266083,4.465929,125.123995,22.057119,60.810262,10.71976,,,2025-03-20 06:49:41,
