CN,STATECD,SUBP,SUBPTYP,PLT_CN,CONDID,PREV_PLT_CN,PREVCOND,SUBPTYP_PROP_CHNG,CREATED_DATE,MODIFIED_DATE
1815769099290487,44,1,1,305229993489998,1,168998796010661,1,1.0,2025-03-20 07:01:55,
1815769100290487,44,2,1,305229993489998,1,168998796010661,1,0.4498,2025-03-20 07:01:55,
1815769101290487,44,2,1,305229993489998,2,168998796010661,2,0.5502,2025-03-20 07:01:55,
1815769102290487,44,3,1,305229993489998,1,168998796010661,1,1.0,2025-03-20 07:01:55,
1815769103290487,44,4,1,305229993489998,2,168998796010661,2,1.0,2025-03-20 07:01:55,
1815769104290487,44,1,2,305229993489998,1,168998796010661,1,1.0,2025-03-20 07:01:55,
1815769105290487,44,2,2,305229993489998,2,168998796010661,2,1.0,2025-03-20 07:01:55,
1815746205290487,44,2,2,145006079010661,1,62271214010538,1,1.0,2025-03-20 06:51:34,
1815746206290487,44,3,2,145006079010661,1,62271214010538,1,1.0,2025-03-20 06:51:34,
1815746207290487,44,4,2,145006079010661,1,62271214010538,1,1.0,2025-03-20 06:51:34,
1815746400290487,44,1,1,145006081010661,1,55945015010538,1,1.0,2025-03-20 06:51:44,
1815746401290487,44,2,1,145006081010661,1,55945015010538,1,1.0,2025-03-20 06:51:44,
1815746402290487,44,3,1,145006081010661,1,55945015010538,1,1.0,2025-03-20 06:51:44,
1815746403290487,44,4,1,145006081010661,1,55945015010538,1,1.0,2025-03-20 06:51:44,
1815746404290487,44,1,2,145006081010661,1,55945015010538,1,1.0,2025-03-20 06:51:44,
1815746405290487,44,2,2,145006081010661,1,55945015010538,1,1.0,2025-03-20 06:51:44,
1815746406290487,44,3,2,145006081010661,1,55945015010538,1,1.0,2025-03-20 06:51:44,
1815746407290487,44,4,2,145006081010661,1,55945015010538,1,1.0,2025-03-20 06:51:44,
1815746613290487,44,1,1,145006083010661,1,55945255010538,1,1.0,2025-03-20 06:51:57,
1815746614290487,44,2,1,145006083010661,1,55945255010538,1,1.0,2025-03-20 06:51:57,
1815746615290487,44,3,1,145006083010661,1,55945255010538,1,1.0,2025-03-20 06:51:57,
1815746616290487,44,4,1,145006083010661,1,55945255010538,2,0.6574,2025-03-20 06:51:57,
1815746617290487,44,4,1,145006083010661,1,55945255010538,3,0.0656,2025-03-20 06:51:57,
1815746618290487,44,4,1,145006083010661,2,55945255010538,3,0.277,2025-03-20 06:51:57,
1815746619290487,44,1,2,145006083010661,1,55945255010538,1,1.0,2025-03-20 06:51:58,
1815746620290487,44,2,2,145006083010661,1,55945255010538,1,1.0,2025-03-20 06:51:58,
1815746621290487,44,3,2,145006083010661,1,55945255010538,1,1.0,2025-03-20 06:51:58,
1815746622290487,44,4,2,145006083010661,1,55945255010538,2,0.2254,2025-03-20 06:51:58,
1815746623290487,44,4,2,145006083010661,2,55945255010538,2,0.7746,2025-03-20 06:51:58,
1815746408290487,44,1,1,145006085010661,1,62270594010538,1,1.0,2025-03-20 06:51:44,
1815746409290487,44,2,1,145006085010661,1,62270594010538,1,1.0,2025-03-20 06:51:44,
1815746410290487,44,3,1,145006085010661,1,62270594010538,1,1.0,2025-03-20 06:51:44,
1815746411290487,44,4,1,145006085010661,1,62270594010538,1,1.0,2025-03-20 06:51:44,
1815746412290487,44,1,2,145006085010661,1,62270594010538,1,1.0,2025-03-20 06:51:44,
1815746413290487,44,2,2,145006085010661,1,62270594010538,1,1.0,2025-03-20 06:51:44,
1815746414290487,44,3,2,145006085010661,1,62270594010538,1,1.0,2025-03-20 06:51:44,
1815746415290487,44,4,2,145006085010661,1,62270594010538,1,1.0,2025-03-20 06:51:44,
1815746417290487,44,2,1,145006087010661,1,164365986010661,1,1.0,2025-03-20 06:51:44,
1815746418290487,44,3,1,145006087010661,1,164365986010661,1,1.0,2025-03-20 06:51:44,
1815746419290487,44,4,1,145006087010661,1,164365986010661,1,1.0,2025-03-20 06:51:44,
1815746420290487,44,1,2,145006087010661,1,164365986010661,1,1.0,2025-03-20 06:51:44,
1815746421290487,44,2,2,145006087010661,1,164365986010661,1,1.0,2025-03-20 06:51:44,
1815746422290487,44,3,2,145006087010661,1,164365986010661,1,1.0,2025-03-20 06:51:44,
1815746423290487,44,4,2,145006087010661,1,164365986010661,1,1.0,2025-03-20 06:51:44,
1815746416290487,44,1,1,145006087010661,1,164365986010661,1,1.0,2025-03-20 06:51:44,
1815746208290487,44,1,1,145006089010661,1,164365992010661,1,1.0,2025-03-20 06:51:34,
1815746209290487,44,2,1,145006089010661,1,164365992010661,1,1.0,2025-03-20 06:51:34,
1815746210290487,44,3,1,145006089010661,1,164365992010661,1,1.0,2025-03-20 06:51:34,
1815746211290487,44,4,1,145006089010661,1,164365992010661,1,1.0,2025-03-20 06:51:34,
1815746212290487,44,1,2,145006089010661,1,164365992010661,1,1.0,2025-03-20 06:51:34,
1815746213290487,44,2,2,145006089010661,1,164365992010661,1,1.0,2025-03-20 06:51:34,
1815746214290487,44,3,2,145006089010661,1,164365992010661,1,1.0,2025-03-20 06:51:34,
1815746215290487,44,4,2,145006089010661,1,164365992010661,1,1.0,2025-03-20 06:51:34,
1815746216290487,44,1,1,145006091010661,1,62271808010538,1,1.0,2025-03-20 06:51:34,
1815746217290487,44,2,1,145006091010661,2,62271808010538,2,1.0,2025-03-20 06:51:34,
1815746218290487,44,3,1,145006091010661,1,62271808010538,1,1.0,2025-03-20 06:51:34,
1815746219290487,44,4,1,145006091010661,1,62271808010538,1,1.0,2025-03-20 06:51:34,
1815746220290487,44,1,2,145006091010661,1,62271808010538,1,1.0,2025-03-20 06:51:34,
1815746221290487,44,2,2,145006091010661,2,62271808010538,2,1.0,2025-03-20 06:51:34,
1815746222290487,44,3,2,145006091010661,1,62271808010538,1,1.0,2025-03-20 06:51:34,
1815746223290487,44,4,2,145006091010661,1,62271808010538,1,1.0,2025-03-20 06:51:34,
1815746632290487,44,1,1,145006093010661,1,62270607010538,1,1.0,2025-03-20 06:51:58,
1815746633290487,44,2,1,145006093010661,1,62270607010538,1,1.0,2025-03-20 06:51:58,
1815746634290487,44,3,1,145006093010661,1,62270607010538,1,1.0,2025-03-20 06:51:58,
1815746635290487,44,4,1,145006093010661,1,62270607010538,1,1.0,2025-03-20 06:51:58,
1815746636290487,44,1,2,145006093010661,1,62270607010538,1,1.0,2025-03-20 06:51:58,
1815746637290487,44,2,2,145006093010661,1,62270607010538,1,1.0,2025-03-20 06:51:58,
1815746638290487,44,3,2,145006093010661,1,62270607010538,1,1.0,2025-03-20 06:51:58,
1815746639290487,44,4,2,145006093010661,1,62270607010538,1,1.0,2025-03-20 06:51:58,
1815771759290487,44,2,1,374009856489998,1,221354574010661,1,1.0,2025-03-20 07:03:14,
1815771760290487,44,3,1,374009856489998,2,221354574010661,2,1.0,2025-03-20 07:03:14,
1815771761290487,44,4,1,374009856489998,2,221354574010661,2,1.0,2025-03-20 07:03:14,
1815771762290487,44,1,2,374009856489998,1,221354574010661,1,1.0,2025-03-20 07:03:14,
1815771763290487,44,2,2,374009856489998,1,221354574010661,1,1.0,2025-03-20 07:03:14,
1815771764290487,44,3,2,374009856489998,2,221354574010661,2,1.0,2025-03-20 07:03:14,
1815771765290487,44,4,2,374009856489998,2,221354574010661,2,1.0,2025-03-20 07:03:14,
1815771782290487,44,1,1,374009857489998,1,221354578010661,1,1.0,2025-03-20 07:03:15,
1815771783290487,44,2,1,374009857489998,1,221354578010661,1,1.0,2025-03-20 07:03:15,
1815771784290487,44,3,1,374009857489998,1,221354578010661,1,0.0551,2025-03-20 07:03:15,2025-03-20 07:03:16
1815771785290487,44,3,1,374009857489998,1,221354578010661,2,0.7926,2025-03-20 07:03:15,
1815771786290487,44,3,1,374009857489998,2,221354578010661,2,0.1523,2025-03-20 07:03:15,
1815771787290487,44,4,1,374009857489998,1,221354578010661,1,1.0,2025-03-20 07:03:15,
1815771788290487,44,1,2,374009857489998,1,221354578010661,1,1.0,2025-03-20 07:03:16,
1815771789290487,44,2,2,374009857489998,1,221354578010661,1,1.0,2025-03-20 07:03:16,
1815771790290487,44,3,2,374009857489998,1,221354578010661,2,0.6887,2025-03-20 07:03:16,
1815771791290487,44,3,2,374009857489998,2,221354578010661,2,0.3113,2025-03-20 07:03:16,
1815771792290487,44,4,2,374009857489998,1,221354578010661,1,1.0,2025-03-20 07:03:16,
1815771766290487,44,1,1,374009858489998,1,221354580010661,1,1.0,2025-03-20 07:03:14,
1815771767290487,44,2,1,374009858489998,1,221354580010661,1,1.0,2025-03-20 07:03:14,
1815771768290487,44,3,1,374009858489998,1,221354580010661,1,1.0,2025-03-20 07:03:14,
1815771769290487,44,4,1,374009858489998,1,221354580010661,1,1.0,2025-03-20 07:03:14,
1815771770290487,44,1,2,374009858489998,1,221354580010661,1,1.0,2025-03-20 07:03:14,
1815771771290487,44,2,2,374009858489998,1,221354580010661,1,1.0,2025-03-20 07:03:14,
1815771772290487,44,3,2,374009858489998,1,221354580010661,1,1.0,2025-03-20 07:03:14,
1815771773290487,44,4,2,374009858489998,1,221354580010661,1,1.0,2025-03-20 07:03:14,
1815772034290487,44,1,1,374009859489998,1,221354584010661,1,1.0,2025-03-20 07:03:22,
1815772035290487,44,2,1,374009859489998,1,221354584010661,1,1.0,2025-03-20 07:03:22,
1815772036290487,44,3,1,374009859489998,1,221354584010661,1,1.0,2025-03-20 07:03:22,
1815772037290487,44,4,1,374009859489998,1,221354584010661,1,1.0,2025-03-20 07:03:22,
1815772038290487,44,1,2,374009859489998,1,221354584010661,1,1.0,2025-03-20 07:03:22,
1815772039290487,44,2,2,374009859489998,1,221354584010661,1,1.0,2025-03-20 07:03:22,
1815772040290487,44,3,2,374009859489998,1,221354584010661,1,1.0,2025-03-20 07:03:22,
1815772041290487,44,4,2,374009859489998,1,221354584010661,1,1.0,2025-03-20 07:03:22,
1815774392290487,44,1,1,445874781489998,1,247064070010661,1,1.0,2025-03-20 07:04:30,
1815774393290487,44,2,1,445874781489998,1,247064070010661,1,1.0,2025-03-20 07:04:30,
1815774394290487,44,3,1,445874781489998,1,247064070010661,1,1.0,2025-03-20 07:04:30,
1815774395290487,44,4,1,445874781489998,1,247064070010661,1,1.0,2025-03-20 07:04:30,
1815774396290487,44,1,2,445874781489998,1,247064070010661,1,1.0,2025-03-20 07:04:30,
1815774397290487,44,2,2,445874781489998,1,247064070010661,1,1.0,2025-03-20 07:04:30,
1815774398290487,44,3,2,445874781489998,1,247064070010661,1,1.0,2025-03-20 07:04:30,
1815774399290487,44,4,2,445874781489998,1,247064070010661,1,1.0,2025-03-20 07:04:30,
1815774485290487,44,1,1,445874782489998,1,247064071010661,1,1.0,2025-03-20 07:04:38,
1815774486290487,44,2,1,445874782489998,1,247064071010661,1,1.0,2025-03-20 07:04:38,
1815774487290487,44,3,1,445874782489998,1,247064071010661,1,1.0,2025-03-20 07:04:38,
1815774488290487,44,4,1,445874782489998,1,247064071010661,1,1.0,2025-03-20 07:04:38,
1815774489290487,44,1,2,445874782489998,1,247064071010661,1,1.0,2025-03-20 07:04:38,
1815774490290487,44,2,2,445874782489998,1,247064071010661,1,1.0,2025-03-20 07:04:38,
1815774491290487,44,3,2,445874782489998,1,247064071010661,1,1.0,2025-03-20 07:04:38,
1815774492290487,44,4,2,445874782489998,1,247064071010661,1,1.0,2025-03-20 07:04:38,
1815774493290487,44,1,1,445874783489998,1,247064086010661,1,1.0,2025-03-20 07:04:38,
1815774494290487,44,2,1,445874783489998,1,247064086010661,1,1.0,2025-03-20 07:04:38,
1815774495290487,44,3,1,445874783489998,1,247064086010661,1,1.0,2025-03-20 07:04:38,
1815774496290487,44,4,1,445874783489998,1,247064086010661,1,1.0,2025-03-20 07:04:38,
1815774497290487,44,1,2,445874783489998,1,247064086010661,1,1.0,2025-03-20 07:04:38,
1815774498290487,44,2,2,445874783489998,1,247064086010661,1,1.0,2025-03-20 07:04:38,
1815774499290487,44,3,2,445874783489998,1,247064086010661,1,1.0,2025-03-20 07:04:38,
1815774500290487,44,4,2,445874783489998,1,247064086010661,1,1.0,2025-03-20 07:04:38,
1815774360290487,44,1,1,445874784489998,1,247064089010661,1,1.0,2025-03-20 07:04:30,
1815774361290487,44,2,1,445874784489998,1,247064089010661,1,1.0,2025-03-20 07:04:30,
1815774362290487,44,3,1,445874784489998,1,247064089010661,1,1.0,2025-03-20 07:04:30,
1815774363290487,44,4,1,445874784489998,1,247064089010661,1,1.0,2025-03-20 07:04:30,
1815774364290487,44,1,2,445874784489998,1,247064089010661,1,1.0,2025-03-20 07:04:30,
1815774365290487,44,2,2,445874784489998,1,247064089010661,1,1.0,2025-03-20 07:04:30,
1815774366290487,44,3,2,445874784489998,1,247064089010661,1,1.0,2025-03-20 07:04:30,
1815774367290487,44,4,2,445874784489998,1,247064089010661,1,1.0,2025-03-20 07:04:30,
1815774526290487,44,1,1,445874785489998,1,247064090010661,1,1.0,2025-03-20 07:04:39,
1815774527290487,44,2,1,445874785489998,1,247064090010661,1,1.0,2025-03-20 07:04:39,
1815774528290487,44,3,1,445874785489998,1,247064090010661,1,1.0,2025-03-20 07:04:39,
1815774529290487,44,4,1,445874785489998,1,247064090010661,1,1.0,2025-03-20 07:04:39,
1815774530290487,44,1,2,445874785489998,1,247064090010661,1,1.0,2025-03-20 07:04:39,
1815774531290487,44,2,2,445874785489998,1,247064090010661,1,1.0,2025-03-20 07:04:39,
1815774532290487,44,3,2,445874785489998,1,247064090010661,1,1.0,2025-03-20 07:04:39,
1815774533290487,44,4,2,445874785489998,1,247064090010661,1,1.0,2025-03-20 07:04:39,
1815774434290487,44,1,1,445879107489998,2,221354506010661,2,0.067,2025-03-20 07:04:34,
1815774435290487,44,2,1,445879107489998,1,221354506010661,1,1.0,2025-03-20 07:04:34,
1815774433290487,44,1,1,445879107489998,1,221354506010661,1,0.933,2025-03-20 07:04:34,
1815774436290487,44,3,1,445879107489998,1,221354506010661,1,0.7608,2025-03-20 07:04:34,
1815774437290487,44,3,1,445879107489998,2,221354506010661,2,0.2392,2025-03-20 07:04:34,
1815774438290487,44,4,1,445879107489998,2,221354506010661,2,1.0,2025-03-20 07:04:34,
1815774439290487,44,1,2,445879107489998,1,221354506010661,1,1.0,2025-03-20 07:04:36,
1815774440290487,44,2,2,445879107489998,1,221354506010661,1,1.0,2025-03-20 07:04:36,
1815774441290487,44,3,2,445879107489998,1,221354506010661,1,0.4059,2025-03-20 07:04:36,
1815749890290487,44,1,1,168998826010661,1,74340042010538,1,1.0,2025-03-20 06:53:27,
1815749891290487,44,2,1,168998826010661,1,74340042010538,1,1.0,2025-03-20 06:53:27,
1815749892290487,44,3,1,168998826010661,1,74340042010538,1,1.0,2025-03-20 06:53:27,
1815749893290487,44,4,1,168998826010661,1,74340042010538,1,1.0,2025-03-20 06:53:27,
1815749894290487,44,1,2,168998826010661,1,74340042010538,1,1.0,2025-03-20 06:53:27,
1815749895290487,44,2,2,168998826010661,1,74340042010538,1,1.0,2025-03-20 06:53:27,
1815749896290487,44,3,2,168998826010661,1,74340042010538,1,1.0,2025-03-20 06:53:27,
1815749897290487,44,4,2,168998826010661,1,74340042010538,1,1.0,2025-03-20 06:53:27,
1815749647290487,44,1,1,168998828010661,1,74340058010538,1,1.0,2025-03-20 06:53:12,
1815749648290487,44,2,1,168998828010661,1,74340058010538,1,1.0,2025-03-20 06:53:12,
1815749649290487,44,3,1,168998828010661,2,74340058010538,2,1.0,2025-03-20 06:53:12,
1815749650290487,44,4,1,168998828010661,1,74340058010538,1,1.0,2025-03-20 06:53:12,
1815749651290487,44,1,2,168998828010661,1,74340058010538,1,1.0,2025-03-20 06:53:12,
1815749652290487,44,2,2,168998828010661,1,74340058010538,1,1.0,2025-03-20 06:53:12,
1815749653290487,44,3,2,168998828010661,2,74340058010538,2,1.0,2025-03-20 06:53:12,
1815749654290487,44,4,2,168998828010661,1,74340058010538,1,1.0,2025-03-20 06:53:12,
1815749898290487,44,1,1,168998830010661,1,74340098010538,1,1.0,2025-03-20 06:53:27,
1815749899290487,44,2,1,168998830010661,1,74340098010538,1,1.0,2025-03-20 06:53:27,
1815749900290487,44,3,1,168998830010661,1,74340098010538,1,1.0,2025-03-20 06:53:27,
1815749901290487,44,4,1,168998830010661,1,74340098010538,1,1.0,2025-03-20 06:53:27,
1815749902290487,44,1,2,168998830010661,1,74340098010538,1,1.0,2025-03-20 06:53:27,
1815749903290487,44,2,2,168998830010661,1,74340098010538,1,1.0,2025-03-20 06:53:27,
1815749904290487,44,3,2,168998830010661,1,74340098010538,1,1.0,2025-03-20 06:53:27,
1815749905290487,44,4,2,168998830010661,1,74340098010538,1,1.0,2025-03-20 06:53:27,
1815749906290487,44,1,1,168998832010661,1,62271571010538,1,1.0,2025-03-20 06:53:27,
1815749907290487,44,2,1,168998832010661,1,62271571010538,1,1.0,2025-03-20 06:53:27,
1815749908290487,44,3,1,168998832010661,1,62271571010538,1,1.0,2025-03-20 06:53:27,
1815749909290487,44,4,1,168998832010661,1,62271571010538,1,1.0,2025-03-20 06:53:27,
1815749910290487,44,1,2,168998832010661,1,62271571010538,1,1.0,2025-03-20 06:53:27,
1815749911290487,44,2,2,168998832010661,1,62271571010538,1,1.0,2025-03-20 06:53:27,
1815749912290487,44,3,2,168998832010661,1,62271571010538,1,1.0,2025-03-20 06:53:27,
1815749913290487,44,4,2,168998832010661,1,62271571010538,1,1.0,2025-03-20 06:53:27,
1815749914290487,44,1,1,168998834010661,1,74340220010538,1,1.0,2025-03-20 06:53:27,
1815749915290487,44,2,1,168998834010661,1,74340220010538,1,1.0,2025-03-20 06:53:27,
1815749916290487,44,3,1,168998834010661,1,74340220010538,1,1.0,2025-03-20 06:53:27,
1815749917290487,44,4,1,168998834010661,1,74340220010538,1,1.0,2025-03-20 06:53:27,
1815749918290487,44,1,2,168998834010661,1,74340220010538,1,1.0,2025-03-20 06:53:27,
1815749919290487,44,2,2,168998834010661,1,74340220010538,1,1.0,2025-03-20 06:53:27,
1815749920290487,44,3,2,168998834010661,1,74340220010538,1,1.0,2025-03-20 06:53:27,
1815749921290487,44,4,2,168998834010661,1,74340220010538,1,1.0,2025-03-20 06:53:27,
1815749946290487,44,1,1,168998836010661,1,74339857010538,1,0.88,2025-03-20 06:53:29,
1815749947290487,44,1,1,168998836010661,1,74339857010538,2,0.12,2025-03-20 06:53:29,
1815749948290487,44,2,1,168998836010661,2,74339857010538,1,1.0,2025-03-20 06:53:29,
1815749949290487,44,3,1,168998836010661,2,74339857010538,2,1.0,2025-03-20 06:53:29,
1815749950290487,44,4,1,168998836010661,1,74339857010538,1,1.0,2025-03-20 06:53:29,
1815749951290487,44,1,2,168998836010661,1,74339857010538,1,1.0,2025-03-20 06:53:29,
1815749952290487,44,2,2,168998836010661,2,74339857010538,1,1.0,2025-03-20 06:53:29,
1815749953290487,44,3,2,168998836010661,2,74339857010538,2,1.0,2025-03-20 06:53:29,
1815749954290487,44,4,2,168998836010661,1,74339857010538,1,1.0,2025-03-20 06:53:29,
1815749922290487,44,1,1,168998838010661,1,74339913010538,1,1.0,2025-03-20 06:53:27,
1815749923290487,44,2,1,168998838010661,1,74339913010538,1,1.0,2025-03-20 06:53:27,
1815749924290487,44,3,1,168998838010661,1,74339913010538,1,1.0,2025-03-20 06:53:27,
1815749925290487,44,4,1,168998838010661,1,74339913010538,1,1.0,2025-03-20 06:53:27,
1815749926290487,44,1,2,168998838010661,1,74339913010538,1,1.0,2025-03-20 06:53:27,
1815749927290487,44,2,2,168998838010661,1,74339913010538,1,1.0,2025-03-20 06:53:27,
1815749928290487,44,3,2,168998838010661,1,74339913010538,1,1.0,2025-03-20 06:53:27,
1815749929290487,44,4,2,168998838010661,1,74339913010538,1,1.0,2025-03-20 06:53:27,
1815749930290487,44,1,1,168998842010661,1,62270722010538,1,1.0,2025-03-20 06:53:27,
1815749931290487,44,2,1,168998842010661,1,62270722010538,1,1.0,2025-03-20 06:53:27,
1815749932290487,44,3,1,168998842010661,1,62270722010538,1,1.0,2025-03-20 06:53:27,
1815749933290487,44,4,1,168998842010661,1,62270722010538,1,1.0,2025-03-20 06:53:27,
1815749934290487,44,1,2,168998842010661,1,62270722010538,1,1.0,2025-03-20 06:53:27,
1815749935290487,44,2,2,168998842010661,1,62270722010538,1,1.0,2025-03-20 06:53:27,
1815749936290487,44,3,2,168998842010661,1,62270722010538,1,1.0,2025-03-20 06:53:27,
1815749937290487,44,4,2,168998842010661,1,62270722010538,1,1.0,2025-03-20 06:53:27,
1815749938290487,44,1,1,168998844010661,1,164365989010661,1,1.0,2025-03-20 06:53:27,
1815749939290487,44,2,1,168998844010661,1,164365989010661,1,1.0,2025-03-20 06:53:27,
1815749940290487,44,3,1,168998844010661,1,164365989010661,1,1.0,2025-03-20 06:53:27,
1815749941290487,44,4,1,168998844010661,1,164365989010661,1,1.0,2025-03-20 06:53:27,
1815749942290487,44,1,2,168998844010661,1,164365989010661,1,1.0,2025-03-20 06:53:27,
1815749943290487,44,2,2,168998844010661,1,164365989010661,1,1.0,2025-03-20 06:53:27,
1815749944290487,44,3,2,168998844010661,1,164365989010661,1,1.0,2025-03-20 06:53:27,
1815749945290487,44,4,2,168998844010661,1,164365989010661,1,1.0,2025-03-20 06:53:27,
1815749955290487,44,1,1,168998846010661,1,164365996010661,1,1.0,2025-03-20 06:53:29,
1815749956290487,44,2,1,168998846010661,1,164365996010661,1,1.0,2025-03-20 06:53:29,
1815749957290487,44,3,1,168998846010661,1,164365996010661,1,1.0,2025-03-20 06:53:29,
1815749958290487,44,4,1,168998846010661,1,164365996010661,1,1.0,2025-03-20 06:53:29,
1815749959290487,44,1,2,168998846010661,1,164365996010661,1,1.0,2025-03-20 06:53:29,
1815749960290487,44,2,2,168998846010661,1,164365996010661,1,1.0,2025-03-20 06:53:29,
1815749961290487,44,3,2,168998846010661,1,164365996010661,1,1.0,2025-03-20 06:53:29,
1815749962290487,44,4,2,168998846010661,1,164365996010661,1,1.0,2025-03-20 06:53:29,
1815749963290487,44,1,1,168998848010661,1,164365994010661,1,1.0,2025-03-20 06:53:29,
1815749964290487,44,2,1,168998848010661,1,164365994010661,1,1.0,2025-03-20 06:53:29,
1815749965290487,44,3,1,168998848010661,1,164365994010661,1,1.0,2025-03-20 06:53:29,
1815749966290487,44,4,1,168998848010661,1,164365994010661,1,1.0,2025-03-20 06:53:29,
1815749967290487,44,1,2,168998848010661,1,164365994010661,1,1.0,2025-03-20 06:53:29,
1815749968290487,44,2,2,168998848010661,1,164365994010661,1,1.0,2025-03-20 06:53:29,
1815749969290487,44,3,2,168998848010661,1,164365994010661,1,1.0,2025-03-20 06:53:29,
1815749970290487,44,4,2,168998848010661,1,164365994010661,1,1.0,2025-03-20 06:53:29,
1815749971290487,44,1,1,168998850010661,1,164365984010661,1,1.0,2025-03-20 06:53:29,
1815749972290487,44,2,1,168998850010661,1,164365984010661,1,1.0,2025-03-20 06:53:29,
1815749973290487,44,3,1,168998850010661,1,164365984010661,1,1.0,2025-03-20 06:53:29,
1815749974290487,44,4,1,168998850010661,1,164365984010661,1,1.0,2025-03-20 06:53:29,
1815749975290487,44,1,2,168998850010661,1,164365984010661,1,1.0,2025-03-20 06:53:29,
1815749976290487,44,2,2,168998850010661,1,164365984010661,1,1.0,2025-03-20 06:53:29,
1815749977290487,44,3,2,168998850010661,1,164365984010661,1,1.0,2025-03-20 06:53:29,
1815749978290487,44,4,2,168998850010661,1,164365984010661,1,1.0,2025-03-20 06:53:29,
1815752607290487,44,1,1,221354482010661,1,74339841010538,1,1.0,2025-03-20 06:54:36,
1815752608290487,44,2,1,221354482010661,1,74339841010538,1,1.0,2025-03-20 06:54:36,
1815752609290487,44,3,1,221354482010661,1,74339841010538,1,1.0,2025-03-20 06:54:36,
1815752610290487,44,4,1,221354482010661,1,74339841010538,1,1.0,2025-03-20 06:54:36,
1815752611290487,44,1,2,221354482010661,1,74339841010538,1,1.0,2025-03-20 06:54:36,
1815752612290487,44,2,2,221354482010661,1,74339841010538,1,1.0,2025-03-20 06:54:36,
1815752613290487,44,3,2,221354482010661,1,74339841010538,1,1.0,2025-03-20 06:54:36,
1815752614290487,44,4,2,221354482010661,1,74339841010538,1,1.0,2025-03-20 06:54:36,
1815752615290487,44,1,1,221354484010661,1,122556727010661,1,1.0,2025-03-20 06:54:36,
1815752616290487,44,2,1,221354484010661,1,122556727010661,1,1.0,2025-03-20 06:54:36,
1815752617290487,44,3,1,221354484010661,1,122556727010661,1,1.0,2025-03-20 06:54:36,
1815752618290487,44,4,1,221354484010661,1,122556727010661,1,1.0,2025-03-20 06:54:36,
1815752619290487,44,1,2,221354484010661,1,122556727010661,1,1.0,2025-03-20 06:54:36,
1815752620290487,44,2,2,221354484010661,1,122556727010661,1,1.0,2025-03-20 06:54:36,
1815752621290487,44,3,2,221354484010661,1,122556727010661,1,1.0,2025-03-20 06:54:36,
1815752622290487,44,4,2,221354484010661,1,122556727010661,1,1.0,2025-03-20 06:54:36,
1815752623290487,44,1,1,221354486010661,1,74340856010538,1,1.0,2025-03-20 06:54:36,
1815752624290487,44,2,1,221354486010661,1,74340856010538,1,1.0,2025-03-20 06:54:36,
1815752625290487,44,3,1,221354486010661,1,74340856010538,1,1.0,2025-03-20 06:54:36,
1815752626290487,44,4,1,221354486010661,1,74340856010538,1,1.0,2025-03-20 06:54:36,
1815752627290487,44,1,2,221354486010661,1,74340856010538,1,1.0,2025-03-20 06:54:36,
1815752628290487,44,2,2,221354486010661,1,74340856010538,1,1.0,2025-03-20 06:54:36,
1815752629290487,44,3,2,221354486010661,1,74340856010538,1,1.0,2025-03-20 06:54:36,
1815752630290487,44,4,2,221354486010661,1,74340856010538,1,1.0,2025-03-20 06:54:36,
1815752631290487,44,1,1,221354488010661,1,122556721010661,1,1.0,2025-03-20 06:54:36,
1815752632290487,44,2,1,221354488010661,1,122556721010661,1,1.0,2025-03-20 06:54:36,
1815752633290487,44,3,1,221354488010661,1,122556721010661,1,1.0,2025-03-20 06:54:36,
1815752634290487,44,4,1,221354488010661,1,122556721010661,1,1.0,2025-03-20 06:54:36,
1815752635290487,44,1,2,221354488010661,1,122556721010661,1,1.0,2025-03-20 06:54:36,
1815752636290487,44,2,2,221354488010661,1,122556721010661,1,1.0,2025-03-20 06:54:36,
1815752637290487,44,3,2,221354488010661,1,122556721010661,1,1.0,2025-03-20 06:54:36,
1815752638290487,44,4,2,221354488010661,1,122556721010661,1,1.0,2025-03-20 06:54:36,
1815752639290487,44,1,1,221354490010661,1,74339753010538,1,1.0,2025-03-20 06:54:36,
1815752640290487,44,2,1,221354490010661,1,74339753010538,1,1.0,2025-03-20 06:54:36,
1815752641290487,44,3,1,221354490010661,1,74339753010538,1,1.0,2025-03-20 06:54:36,
1815752642290487,44,4,1,221354490010661,1,74339753010538,1,1.0,2025-03-20 06:54:36,
1815752643290487,44,1,2,221354490010661,1,74339753010538,1,1.0,2025-03-20 06:54:36,
1815752644290487,44,2,2,221354490010661,1,74339753010538,1,1.0,2025-03-20 06:54:36,
1815752645290487,44,3,2,221354490010661,1,74339753010538,1,1.0,2025-03-20 06:54:36,
1815752646290487,44,4,2,221354490010661,1,74339753010538,1,1.0,2025-03-20 06:54:36,
1815752656290487,44,1,1,221354496010661,1,74339620010538,1,1.0,2025-03-20 06:54:38,
1815752657290487,44,2,1,221354496010661,1,74339620010538,1,0.2192,2025-03-20 06:54:38,
1815752658290487,44,2,1,221354496010661,1,74339620010538,2,0.7808,2025-03-20 06:54:38,
1815752659290487,44,3,1,221354496010661,1,74339620010538,1,1.0,2025-03-20 06:54:38,
1815752660290487,44,4,1,221354496010661,1,74339620010538,1,1.0,2025-03-20 06:54:38,
1815752661290487,44,1,2,221354496010661,1,74339620010538,1,1.0,2025-03-20 06:54:38,
